HR,PutCount,GetCount,DeleteCount,PutBytes,GetBytes
132,102137,165251,109579,93252874713,167205948839
133,79908,129883,86763,73580169362,131535550289
134,77017,125533,84446,70957502341,126768437249
135,101199,164486,106340,93103752545,165450071624
136,70717,117695,82235,64589574722,117969085244
137,81637,130214,82097,70770077845,128131863137
138,76157,122233,81572,69948432416,124371835104
139,92965,149462,98030,85018216377,150461425858
140,95934,154412,104491,87242351162,156328255783
141,79483,158809,85316,72735496248,159246357715
142,86020,139479,91943,78154673634,139603970249
143,103371,166637,111158,94994824035,168564821315
144,63539,109701,75161,58625835780,110630572271
145,79650,126587,79538,69811649332,125588219629
146,65813,106543,70106,60153782366,107615173371
147,85946,136465,94117,77100753715,136622824256
148,68559,102326,77013,57868557369,102237433098
149,74479,118601,82599,66110164239,117047039565
150,67334,98319,74523,56031639916,97766456961
151,68878,100402,77271,57271574216,100376237892
152,52670,79406,64249,44866166447,80056315553
153,62406,95664,59437,50323774441,93343290700
154,62470,94232,71356,53413319950,95850331110
155,60479,91115,66047,51854802257,92666639107
156,70305,104947,76055,59895502314,105680562499
157,81428,123065,89949,70567734575,124473388928
158,69709,110385,76220,62036583479,111324353517
159,79889,129340,85514,71741259893,128131032627
160,70249,113806,79221,64145774426,114421683800
161,72252,119227,71709,64159928566,117675772390
162,52814,90568,58175,49435310593,88920267011
163,79637,136594,84636,75987739062,136143838635
164,83230,139680,89451,78441669156,139801442150
165,85788,141347,90900,80036365928,141886316585
166,101332,163657,107219,92823107021,164164159842
167,94917,154555,103029,86613112930,155140182211
168,79678,134123,94154,73287043168,134081557357
169,113,6732,66,4708067,6828523083
